ensembl_transcript_id_version,ensembl_gene_id_version
ENST00000380332,ENSG00000178372
ENST00000315238,ENSG00000178363
ENST000003577001,ENSG000001963723
ENST00000328090,ENSG000001080210
ENST00000645567,ENSG000001080210
ENST00000380191,ENSG000000576087
ENST00000380181,ENSG000000576087
ENST000003800940,ENSG000001344616
ENST00000380092,ENSG000001344616
ENST00000191063,ENSG000001344616
ENST00000397269,ENSG000001344520
ENST00000362091,ENSG000001344520
ENST00000379999,ENSG000001344520
ENST00000620345,ENSG000001344701
ENST00000397251,ENSG000001344701
ENST00000397248,ENSG000001344701
ENST00000525219,ENSG000001344701
ENST00000379977,ENSG000001344701
ENST00000528354,ENSG000001344701
ENST00000397250,ENSG000001344701
ENST00000379971,ENSG000001344701
ENST00000530685,ENSG000001344701
ENST00000397255,ENSG000001344701
ENST00000622442,ENSG000001344701
ENST00000620865,ENSG000001344701
ENST00000379959,ENSG000001344608
ENST00000379954,ENSG000001344608
ENST000002568760,ENSG000001344608
ENST00000379888,ENSG000001344536
ENST00000446108,ENSG000001344536
ENST00000379789,ENSG000001705251
ENST00000536985,ENSG000001705251
ENST00000317350,ENSG000001705251
ENST00000379785,ENSG000001705251
ENST00000625260,ENSG000001705251
ENST00000626882,ENSG000001705251
ENST00000360521,ENSG000001705251
ENST00000379775,ENSG000001705251
ENST00000640683,ENSG000001705251
ENST00000610727,ENSG000000656755
ENST00000397176,ENSG000000656755
ENST00000539722,ENSG000000656755
ENST000002631250,ENSG000000656755
ENST00000361972,ENSG000001988793
ENST00000397167,ENSG000001988793
ENST00000684547,ENSG000001988793
ENST00000683762,ENSG000001988793
ENST00000673876,ENSG000001988793
ENST00000379713,ENSG000001988793
ENST00000379711,ENSG000001988793
ENST00000397146,ENSG000001232435
ENST00000613909,ENSG000001232435
ENST00000397145,ENSG000001232435
ENST00000358415,ENSG000001516559
ENST00000379587,ENSG000001516559
ENST00000379562,ENSG000001516572
ENST000003567082,ENSG000001656290
ENST00000335698,ENSG000001656290
ENST00000344293,ENSG00000165632
ENST00000379328,ENSG000001074858
ENST00000346208,ENSG000001074858
ENST00000637215,ENSG000000487408
ENST00000638035,ENSG000000487408
ENST00000636488,ENSG000000487408
ENST00000416382,ENSG000000487408
ENST00000631460,ENSG000000487408
ENST00000631816,ENSG000000487408
ENST00000633077,ENSG000000487408
ENST00000542579,ENSG000000487408
ENST00000632065,ENSG000000487408
ENST00000632728,ENSG000000487408
ENST00000399850,ENSG000000487408
ENST00000417956,ENSG000000487408
ENST00000608830,ENSG000000487408
ENST00000609692,ENSG000000487408
ENST00000354897,ENSG000000487408
ENST00000609104,ENSG000001484294
ENST00000277575,ENSG000001484294
ENST00000379237,ENSG000001484294
ENST00000609853,ENSG000001484294
ENST00000379215,ENSG000001344635
ENST000002775700,ENSG000001484263
ENST00000622831,ENSG000001484263
ENST00000379200,ENSG000001484263
ENST00000356352,ENSG000001514610
ENST000003576040,ENSG000001514610
ENST00000397053,ENSG000001514610
ENST00000263035,ENSG000001811922
ENST00000379051,ENSG000000656651
ENST00000379033,ENSG000000656651
ENST000002984284,ENSG000000656651
ENST000003042672,ENSG000000656651
ENST00000379020,ENSG000000656651
ENST00000379017,ENSG000000656651
ENST00000491614,ENSG000001656093
ENST00000378937,ENSG000001656093
ENST00000537776,ENSG000001656093
ENST00000378940,ENSG000001656093
ENST00000378927,ENSG000001656093
ENST00000281141,ENSG000001514654
ENST00000378900,ENSG000001514654
ENST00000619168,ENSG000001830493
ENST00000378845,ENSG000001830493
ENST00000615792,ENSG000001830493
ENST00000378825,ENSG000001514681
ENST00000378839,ENSG000001514681
ENST00000263036,ENSG000001232407
ENST00000378764,ENSG000001232407
ENST00000378747,ENSG000001232407
ENST00000378757,ENSG000001232407
ENST00000378752,ENSG000001232407
ENST00000378748,ENSG000001232407
ENST00000378714,ENSG000000653287
ENST00000484800,ENSG000000653287
ENST00000378694,ENSG000000653287
ENST00000378681,ENSG000001656230
ENST00000463405,ENSG000001656230
ENST00000396913,ENSG000001075374
ENST00000263038,ENSG000001075374
ENST00000396920,ENSG000001075374
ENST000003273470,ENSG000000864755
ENST00000545675,ENSG000000864755
ENST00000378614,ENSG000000864755
ENST00000341083,ENSG000001656268
ENST00000378605,ENSG000001656268
ENST00000466271,ENSG000001656268
ENST00000378572,ENSG000001656304
ENST00000601460,ENSG00000282246
ENST00000357447,ENSG000001514743
ENST00000493380,ENSG000001514743
ENST00000475141,ENSG000001514743
ENST00000378470,ENSG000000658094
ENST00000181796,ENSG000000658094
ENST00000622567,ENSG000000658094
ENST00000468747,ENSG000000658094
ENST00000378467,ENSG000000658094
ENST00000378465,ENSG000000658094
ENST00000378458,ENSG000000658094
ENST00000478076,ENSG000000658094
ENST00000378462,ENSG000000658094
ENST00000496330,ENSG000000658094
ENST00000479731,ENSG000000658094
ENST00000465530,ENSG000001852670
ENST00000378442,ENSG000001852670
ENST00000640019,ENSG00000284024
ENST00000378372,ENSG000001875226
ENST00000378325,ENSG000001524556
ENST000003549191,ENSG000001524556
ENST00000313519,ENSG000001524556
ENST00000378289,ENSG000001524578
ENST00000378278,ENSG000001524578
ENST00000378246,ENSG000001524578
ENST00000357717,ENSG000001524578
ENST00000378249,ENSG000001524578
ENST00000396817,ENSG000001524578
ENST00000378255,ENSG000001524578
ENST00000378254,ENSG000001524578
ENST00000378258,ENSG000001524578
ENST00000378242,ENSG000001524578
ENST00000407572,ENSG000001978890
ENST00000378240,ENSG000001978890
ENST00000378228,ENSG000001524635
ENST00000378217,ENSG000001524635
ENST00000356189,ENSG00000176244
ENST00000616640,ENSG000001524645
ENST00000378202,ENSG000001524645
ENST00000378197,ENSG000001524645
ENST00000378165,ENSG000001524658
ENST00000378150,ENSG000001524658
ENST00000378116,ENSG000001484687
ENST00000378076,ENSG00000077943
ENST00000378036,ENSG000001484814
ENST00000277632,ENSG000001484814
ENST00000423462,ENSG000001659835
ENST00000378000,ENSG000001659835
ENST00000535784,ENSG000001659835
ENST00000298942,ENSG000001659835
ENST00000298943,ENSG000001659850
ENST00000619991,ENSG000001659850
ENST00000377921,ENSG000001484848
ENST000003452640,ENSG000001484848
ENST00000602389,ENSG000001484848
ENST000003778330,ENSG000001076116
ENST00000377799,ENSG000001076142
ENST00000488990,ENSG000001076142
ENST00000224237,ENSG000000260256
ENST00000377602,ENSG000001484887
ENST00000361271,ENSG000001659964
ENST00000326961,ENSG000001659964
ENST00000377524,ENSG000001367385
ENST00000377495,ENSG00000148483
ENST00000569591,ENSG00000260314
ENST00000539911,ENSG000001484822
ENST00000377374,ENSG000001484822
ENST00000377371,ENSG000001484822
ENST00000377369,ENSG000001484822
ENST000003246313,ENSG000001659952
ENST000003521150,ENSG000001659952
ENST00000377328,ENSG000001659952
ENST00000645287,ENSG000001659952
ENST000002823433,ENSG000001659952
ENST00000615785,ENSG000001659952
ENST00000617363,ENSG000001659952
ENST00000396576,ENSG000001659952
ENST00000377319,ENSG000001659952
ENST000003773290,ENSG000001659952
ENST00000612743,ENSG000001659952
ENST00000612134,ENSG000001659952
ENST00000652391,ENSG000001659952
ENST00000377315,ENSG000001659952
ENST00000650685,ENSG000001659952
ENST00000377304,ENSG00000241058
ENST00000377275,ENSG00000165997
ENST00000454679,ENSG000002047401
ENST00000377242,ENSG000001205947
ENST00000377252,ENSG000001205947
ENST00000377122,ENSG000000781149
ENST00000417816,ENSG000000781149
ENST00000449193,ENSG000001805927
ENST00000444772,ENSG000001805927
ENST00000631589,ENSG000000784037
ENST00000377100,ENSG000000784037
ENST00000377072,ENSG000000784037
ENST000003077292,ENSG000000784037
ENST00000377091,ENSG000000784037
ENST00000652497,ENSG000000784037
ENST00000621220,ENSG000000784037
ENST00000377059,ENSG000000784037
ENST00000376980,ENSG000001367701
ENST00000422359,ENSG00000223601
ENST00000376836,ENSG000001484446
ENST00000602390,ENSG00000269897
ENST00000376663,ENSG000001682834
ENST00000376603,ENSG000000773276
ENST00000376624,ENSG000000773276
ENST000003133110,ENSG000000773276
ENST00000538630,ENSG000000773276
ENST00000376573,ENSG000001508674
ENST000003238831,ENSG000001508674
ENST00000545335,ENSG000001508674
ENST00000376528,ENSG000001653094
ENST00000409983,ENSG000001653094
ENST000002980320,ENSG000001653094
ENST00000409049,ENSG000001653094
ENST00000376510,ENSG000001484503
ENST00000376504,ENSG00000168267
ENST00000636213,ENSG000001791335
ENST00000673651,ENSG000001791335
ENST00000323327,ENSG000001791335
ENST00000376495,ENSG00000165312
ENST00000376462,ENSG000001205498
ENST00000458595,ENSG000001205498
ENST00000376452,ENSG000001205498
ENST00000430453,ENSG000001205498
ENST00000376454,ENSG000001205498
ENST000003075440,ENSG000001205498
ENST00000396446,ENSG000001205498
ENST00000396445,ENSG000001205498
ENST00000376451,ENSG000001205498
ENST00000612832,ENSG000001078639
ENST00000680286,ENSG000001078639
ENST00000396432,ENSG000001078639
ENST00000376410,ENSG000001078639
ENST000003204810,ENSG000001078639
ENST00000636789,ENSG000001078639
ENST000003201521,ENSG000000992569
ENST00000376378,ENSG000000992569
ENST00000376376,ENSG000000992569
ENST00000615958,ENSG000001510237
ENST00000331161,ENSG000001510237
ENST00000376363,ENSG000001510237
ENST00000376356,ENSG000001858753
ENST00000524413,ENSG000001858753
ENST00000650135,ENSG000001510251
ENST00000376351,ENSG000001510251
ENST00000642920,ENSG000000957777
ENST00000376302,ENSG000000957777
ENST00000543632,ENSG000000957777
ENST00000259271,ENSG000001367503
ENST00000376261,ENSG000001367503
ENST00000648567,ENSG000001367503
ENST00000376236,ENSG000000774206
ENST00000356785,ENSG000000774206
ENST000003762150,ENSG000001484596
ENST00000376170,ENSG000001367548
ENST00000376142,ENSG000001367548
ENST00000359188,ENSG000001367548
ENST00000376139,ENSG000001367548
ENST00000376160,ENSG000001367548
ENST00000376166,ENSG000001367548
ENST00000376138,ENSG000001367548
ENST00000376140,ENSG000001367548
ENST00000536334,ENSG000001367548
ENST00000490841,ENSG000001367548
ENST00000376137,ENSG000001367548
ENST000003468320,ENSG000001367548
ENST00000376087,ENSG000001078907
ENST00000436985,ENSG000001078907
ENST00000376016,ENSG000001367589
ENST00000613434,ENSG000001367589
ENST00000326799,ENSG000001367589
ENST00000375972,ENSG000001367589
ENST00000477432,ENSG000001367589
ENST00000375946,ENSG000001205395
ENST00000375940,ENSG000001205395
ENST000003423860,ENSG000001205395
ENST00000677440,ENSG000001078970
ENST00000676511,ENSG000001078970
ENST00000676997,ENSG000001078970
ENST00000396271,ENSG000001078970
ENST00000375897,ENSG000001078970
ENST00000375901,ENSG000001078970
ENST00000375905,ENSG000001078970
ENST00000679293,ENSG000001078970
ENST00000676732,ENSG000001078970
ENST00000677901,ENSG000001078970
ENST00000677960,ENSG000001078970
ENST00000677141,ENSG000001078970
ENST00000677667,ENSG000001078970
ENST00000677200,ENSG000001078970
ENST00000677248,ENSG000001078970
ENST00000677509,ENSG000001078970
ENST00000679220,ENSG000001078970
ENST00000678392,ENSG000001078970
ENST00000678446,ENSG000001078970
ENST00000677441,ENSG000001078970
ENST00000677311,ENSG000001078970
ENST00000375888,ENSG000001078970
ENST00000676731,ENSG000001078970
ENST00000621805,ENSG000000992468
ENST00000535776,ENSG000000992468
ENST00000684501,ENSG000000992468
ENST00000682389,ENSG000000992468
ENST000003569401,ENSG000000992468
ENST00000683755,ENSG000000992468
ENST00000682963,ENSG000000992468
ENST00000375802,ENSG000000992468
ENST00000419761,ENSG000001500514
ENST00000375790,ENSG000001500514
ENST00000672841,ENSG000001691266
ENST000003052420,ENSG000001691266
ENST00000672877,ENSG000001691266
ENST00000673439,ENSG000001691266
ENST00000337532,ENSG000001500549
ENST00000375732,ENSG000001500549
ENST00000683449,ENSG000001500549
ENST00000375719,ENSG000001500549
ENST00000428935,ENSG000000957874
ENST00000680735,ENSG000000957874
ENST00000375664,ENSG000000957874
ENST00000375646,ENSG000000957874
ENST00000354911,ENSG000000957874
ENST00000347934,ENSG000000957874
ENST00000679398,ENSG000000957874
ENST00000442148,ENSG000000957874
ENST00000679428,ENSG000000957874
ENST00000375533,ENSG000000957391
ENST00000375500,ENSG000001205630
ENST00000649382,ENSG000001205630
ENST00000375400,ENSG000001973215
ENST00000375398,ENSG000001973215
ENST00000674475,ENSG000001973215
ENST00000355867,ENSG000001973215
ENST00000375377,ENSG00000165757
ENST00000263063,ENSG000001079515
ENST00000542547,ENSG000001079680
ENST00000263056,ENSG000001079680
ENST00000375322,ENSG000001079680
ENST00000375321,ENSG000001079680
ENST00000647634,ENSG000001510330
ENST00000375318,ENSG000001510330
ENST000003317370,ENSG000001836215
ENST00000361310,ENSG000001836215
ENST00000413025,ENSG000001836215
ENST00000436087,ENSG000001836215
ENST00000452305,ENSG000001836215
ENST00000442986,ENSG000001836215
ENST00000538351,ENSG000001836215
ENST00000375311,ENSG000001836215
ENST000003209854,ENSG000001485163
ENST00000560721,ENSG000001485163
ENST00000424869,ENSG000001485163
ENST00000542815,ENSG000001485163
ENST00000344936,ENSG000001653228
ENST00000375245,ENSG000001653228
ENST00000396144,ENSG000001653228
ENST00000311380,ENSG000001653228
ENST00000375250,ENSG000001653228
ENST00000302418,ENSG000001707591
ENST000003197781,ENSG000001206166
ENST00000375110,ENSG000001206166
ENST00000263062,ENSG000001206166
ENST00000469059,ENSG000001206166
ENST00000480402,ENSG000001206166
ENST000002776572,ENSG000002169373
ENST000003620061,ENSG000002169373
ENST00000535327,ENSG000002169373
ENST00000539197,ENSG000002169373
ENST00000537047,ENSG000002169373
ENST00000639629,ENSG000002169373
ENST00000609742,ENSG000001500930
ENST00000677363,ENSG000001500930
ENST00000302278,ENSG000001500930
ENST00000423113,ENSG000001500930
ENST00000396033,ENSG000001500930
ENST00000678701,ENSG000001500930
ENST00000437302,ENSG000001500930
ENST00000678591,ENSG000001500930
ENST00000678943,ENSG000001500930
ENST00000488494,ENSG000001500930
ENST00000488427,ENSG000001500930
ENST00000676964,ENSG000001500930
ENST00000679187,ENSG000001500930
ENST00000678952,ENSG000001500930
ENST00000677999,ENSG000001500930
ENST00000417122,ENSG000001500930
ENST00000678766,ENSG000001500930
ENST00000676659,ENSG000001500930
ENST00000677310,ENSG000001500930
ENST00000474568,ENSG000001500930
ENST00000676460,ENSG000001500930
ENST00000374875,ENSG000000992508
ENST00000265371,ENSG000000992508
ENST00000374867,ENSG000000992508
ENST00000395995,ENSG000000992508
ENST00000374821,ENSG000000992508
ENST00000374822,ENSG000000992508
ENST00000374823,ENSG000000992508
ENST00000374816,ENSG000000992508
ENST00000432372,ENSG000000992508
ENST00000545260,ENSG000001484986
ENST00000545693,ENSG000001484986
ENST00000374789,ENSG000001484986
ENST00000374788,ENSG000001484986
ENST00000346874,ENSG000001484986
ENST00000374794,ENSG000001484986
ENST00000350537,ENSG000001484986
ENST00000374790,ENSG000001484986
ENST00000374776,ENSG000001484986
ENST00000340077,ENSG000001484986
ENST00000544292,ENSG000001484986
ENST00000374773,ENSG000001484986
ENST00000374768,ENSG000001484986
ENST00000374746,ENSG000001080946
ENST00000374749,ENSG000001080946
ENST00000374748,ENSG000001080946
ENST00000374751,ENSG000001080946
ENST00000537177,ENSG000001080946
ENST00000626172,ENSG000001080946
ENST00000673636,ENSG000001080946
ENST00000421317,ENSG000001080946
ENST00000474362,ENSG000000957949
ENST00000374721,ENSG000000957949
ENST00000374726,ENSG000000957949
ENST00000429130,ENSG000000957949
ENST00000469949,ENSG000000957949
ENST00000460270,ENSG000000957949
ENST00000354759,ENSG000000957949
ENST00000489321,ENSG000000957949
ENST00000374728,ENSG000000957949
ENST00000345491,ENSG000000957949
ENST00000337656,ENSG000000957949
ENST00000374734,ENSG000000957949
ENST00000479070,ENSG000000957949
ENST00000439705,ENSG000000957949
ENST00000348787,ENSG000000957949
ENST00000361599,ENSG000000957949
ENST00000484283,ENSG000000957949
ENST00000395887,ENSG000000957949
ENST00000463314,ENSG000000957949
ENST00000342105,ENSG000000957949
ENST00000487763,ENSG000000957949
ENST00000473940,ENSG000000957949
ENST00000488328,ENSG000000957949
ENST00000356917,ENSG000000957949
ENST00000488741,ENSG000000957949
ENST00000474931,ENSG000000957949
ENST00000468236,ENSG000000957949
ENST00000344351,ENSG000000957949
ENST00000490511,ENSG000000957949
ENST00000374706,ENSG000001081008
ENST00000374704,ENSG000001081008
ENST000002653753,ENSG000001081008
ENST00000339497,ENSG000001081008
ENST00000321660,ENSG00000177291
ENST00000374694,ENSG00000177283
ENST00000374660,ENSG000001485139
ENST00000602533,ENSG000001485139
ENST00000361713,ENSG000001485139
ENST00000544824,ENSG00000256892
ENST00000615949,ENSG000001981056
ENST00000395867,ENSG000001981056
ENST00000611278,ENSG000001981056
ENST00000357328,ENSG000001981056
ENST00000374648,ENSG000001981056
ENST00000302609,ENSG000001753956
ENST000003074413,ENSG000001891806
ENST00000374618,ENSG000001891806
ENST00000628825,ENSG000001891806
ENST00000458705,ENSG000001891806
ENST00000432900,ENSG000001891806
ENST00000469037,ENSG000001891806
ENST00000638053,ENSG000000754078
ENST00000351773,ENSG000000754078
ENST00000361085,ENSG000000754078
ENST00000640275,ENSG00000283930
ENST00000613419,ENSG000001966935
ENST00000359467,ENSG000001966935
ENST00000374518,ENSG00000165733
ENST00000340058,ENSG000001657311
ENST00000355710,ENSG000001657311
ENST00000615310,ENSG000001657311
ENST00000374466,ENSG00000169826
ENST00000374459,ENSG000001989152
ENST00000395810,ENSG000001989152
ENST00000395809,ENSG000001989152
ENST00000476166,ENSG000001502015
ENST00000616495,ENSG000001502015
ENST00000443950,ENSG000001698137
ENST00000544000,ENSG000001698137
ENST00000357065,ENSG000001698137
ENST00000356053,ENSG000001698137
ENST00000682386,ENSG000001698137
ENST00000337970,ENSG000001698137
ENST00000652684,ENSG000002436601
ENST00000437590,ENSG000002436601
ENST000003060060,ENSG000001967934
ENST00000374446,ENSG000001967934
ENST00000535642,ENSG000001967934
ENST00000426961,ENSG000001967934
ENST00000374435,ENSG000001982983
ENST00000361807,ENSG000001982983
ENST00000395797,ENSG000001697404
ENST00000374433,ENSG000001697404
ENST00000374429,ENSG000001075626
ENST00000395793,ENSG000001075626
ENST00000395795,ENSG000001075626
ENST00000374426,ENSG000001075626
ENST000003435750,ENSG000001075626
ENST00000395794,ENSG000001075626
ENST00000544540,ENSG000001877832
ENST000003402580,ENSG000001075511
ENST00000298295,ENSG00000165507
ENST00000298299,ENSG00000165512
ENST00000374401,ENSG00000256574
ENST00000553795,ENSG00000256574
ENST00000536058,ENSG00000256574
ENST00000542434,ENSG000000127791
ENST00000374391,ENSG000000127791
ENST00000612635,ENSG000000127791
ENST00000453424,ENSG000001654066
ENST00000319836,ENSG000001654066
ENST00000395769,ENSG000001654066
ENST000003446460,ENSG000001726710
ENST00000374366,ENSG000001726710
ENST00000374371,ENSG000001726710
ENST00000359860,ENSG000001726619
ENST00000374362,ENSG000001726619
ENST00000540872,ENSG000001726619
ENST00000537517,ENSG000001726619
ENST00000336378,ENSG000001726619
ENST00000623400,ENSG000001726619
ENST00000448048,ENSG000001882344
ENST00000616763,ENSG000001882344
ENST00000580018,ENSG00000265354
ENST00000585132,ENSG00000266412
ENST00000581486,ENSG00000266412
ENST00000585056,ENSG00000266412
ENST00000583565,ENSG00000266412
ENST00000580070,ENSG00000266412
ENST00000578454,ENSG00000266412
ENST00000579039,ENSG00000266412
ENST00000581478,ENSG00000263639
ENST00000582163,ENSG00000263639
ENST00000663171,ENSG00000263639
ENST00000620264,ENSG00000274209
ENST00000584982,ENSG00000264230
ENST00000613703,ENSG00000264230
ENST00000622769,ENSG00000264230
ENST00000611655,ENSG00000264230
ENST00000619162,ENSG00000264230
ENST00000612632,ENSG00000204174
ENST00000374312,ENSG00000204174
ENST00000374317,ENSG00000204175
ENST00000374314,ENSG00000204175
ENST00000374323,ENSG000002041764
ENST00000374321,ENSG000002041764
ENST00000503753,ENSG000002041764
ENST00000374342,ENSG000002041791
ENST00000395722,ENSG000002041791
ENST00000374339,ENSG000002041791
ENST00000374346,ENSG000002041791
ENST00000395725,ENSG000002041791
ENST00000374218,ENSG000002041791
ENST00000395721,ENSG000002041791
ENST00000395727,ENSG000002041791
ENST00000509900,ENSG000002041791
ENST00000503851,ENSG000002041791
ENST00000506080,ENSG000002041791
ENST00000513266,ENSG000002041791
ENST00000502705,ENSG000002041791
ENST00000505814,ENSG000002041791
ENST00000509774,ENSG000002041791
ENST00000511769,ENSG000002041791
ENST00000513159,ENSG000002041791
ENST00000509599,ENSG000002041791
ENST00000508715,ENSG000002041791
ENST00000513156,ENSG000002041791
ENST00000502254,ENSG000002041791
ENST00000513756,ENSG000002041791
ENST00000508602,ENSG000002041791
ENST00000580279,ENSG00000266524
ENST00000581492,ENSG00000263761
ENST00000584701,ENSG00000265203
ENST00000585316,ENSG00000265763
ENST00000591025,ENSG00000265763
ENST00000583448,ENSG00000265190
ENST00000583874,ENSG00000265190
ENST00000585281,ENSG00000265190
ENST00000583911,ENSG00000265190
ENST00000611843,ENSG00000265190
ENST00000452267,ENSG00000189090
ENST00000452145,ENSG000002041722
ENST00000615923,ENSG00000277758
ENST00000623662,ENSG00000277758
ENST00000622861,ENSG00000277758
ENST00000576178,ENSG00000264717
ENST00000613306,ENSG00000264717
ENST00000617224,ENSG00000276430
ENST00000636244,ENSG000001703241
ENST00000305531,ENSG000001703241
ENST00000374201,ENSG000001703241
ENST00000395611,ENSG000001076436
ENST00000374189,ENSG000001076436
ENST00000374179,ENSG000001076436
ENST00000476134,ENSG000001076436
ENST00000360332,ENSG000001076436
ENST00000374182,ENSG000001076436
ENST00000374176,ENSG000001076436
ENST00000477708,ENSG000001288055
ENST00000374170,ENSG000001288055
ENST00000374172,ENSG000001288055
ENST00000249601,ENSG000001288055
ENST00000417247,ENSG000001288055
ENST00000435790,ENSG000001288055
ENST00000417912,ENSG000001288055
ENST00000360890,ENSG000001288159
ENST000003252391,ENSG000001288159
ENST00000374160,ENSG000001653831
ENST00000332853,ENSG000001656333
ENST00000298454,ENSG000001656333
ENST00000311787,ENSG00000172538
ENST00000374151,ENSG000002041614
ENST00000374153,ENSG000002041614
ENST00000474718,ENSG000002041614
ENST00000374148,ENSG000002041614
ENST00000374144,ENSG000001773542
ENST00000374139,ENSG000001656060
ENST00000681659,ENSG000002258306
ENST000003558320,ENSG000002258306
ENST00000680107,ENSG000002258306
ENST00000447839,ENSG000002258306
ENST00000515869,ENSG000002258306
ENST00000339797,ENSG000000707489
ENST00000351556,ENSG000000707489
ENST00000395559,ENSG000000707489
ENST00000395562,ENSG000000707489
ENST00000337653,ENSG000000707489
ENST00000640822,ENSG000000707489
ENST00000374115,ENSG00000187714
ENST00000374113,ENSG000001786453
ENST00000374111,ENSG000001786453
ENST00000374112,ENSG000001786453
ENST00000535836,ENSG000001786453
ENST00000374103,ENSG000001974440
ENST00000419399,ENSG000001974440
ENST00000432695,ENSG000001974440
ENST00000616448,ENSG00000227345
ENST00000402038,ENSG00000227345
ENST00000651259,ENSG000002041524
ENST00000652716,ENSG000002041524
ENST000003116520,ENSG00000178440
ENST000003740560,ENSG000002041494
ENST00000679810,ENSG000002041494
ENST00000412531,ENSG000002041494
ENST00000611324,ENSG000000992907
ENST000003510711,ENSG000000992907
ENST000003146642,ENSG000000992907
ENST000002826330,ENSG000000992907
ENST00000399339,ENSG000000992907
ENST00000395526,ENSG000001886117
ENST00000682911,ENSG000001886117
ENST00000443575,ENSG000001886117
ENST000003294280,ENSG000001886117
ENST00000429490,ENSG000001989644
ENST00000361781,ENSG000001989644
ENST00000361543,ENSG000001989644
ENST00000619438,ENSG000001989644
ENST00000374007,ENSG000002041471
ENST00000643851,ENSG000002041471
ENST00000647317,ENSG000002041471
ENST00000374006,ENSG000002041471
ENST00000373997,ENSG000001485845
ENST00000374001,ENSG000001485845
ENST00000395489,ENSG000001485845
ENST00000282641,ENSG000001485845
ENST00000395495,ENSG000001485845
ENST00000373993,ENSG000001485845
ENST00000373995,ENSG000001485845
ENST00000401604,ENSG000001855320
ENST00000645324,ENSG000001855320
ENST000003739801,ENSG000001855320
ENST00000643704,ENSG000001855320
ENST00000643582,ENSG000001855320
ENST00000373976,ENSG000001855320
ENST00000672084,ENSG000001855320
ENST00000331173,ENSG00000177613
ENST00000373970,ENSG000001079840
ENST00000373968,ENSG00000165471
ENST00000675947,ENSG00000165471
ENST00000674931,ENSG00000165471
ENST00000644397,ENSG000001502750
ENST00000373965,ENSG000001502750
ENST00000616114,ENSG000001502750
ENST00000621708,ENSG000001502750
ENST00000495484,ENSG000001502750
ENST00000395445,ENSG000001502750
ENST00000395440,ENSG000001502750
ENST00000395442,ENSG000001502750
ENST00000617271,ENSG000001502750
ENST00000395446,ENSG000001502750
ENST00000409834,ENSG000001502750
ENST00000613657,ENSG000001502750
ENST000003203011,ENSG000001502750
ENST00000361849,ENSG000001502750
ENST00000373957,ENSG000001502750
ENST00000395430,ENSG000001502750
ENST00000395433,ENSG000001502750
ENST00000437009,ENSG000001502750
ENST00000373955,ENSG000001502750
ENST00000512524,ENSG00000249860
ENST00000373944,ENSG000001229527
ENST00000395405,ENSG000001229527
ENST00000318387,ENSG000001229527
ENST00000361148,ENSG000001229527
ENST00000373935,ENSG00000151151
ENST00000333926,ENSG000001228732
ENST00000615793,ENSG000000724015
ENST00000373910,ENSG000000724015
ENST00000487519,ENSG000001080641
ENST00000373895,ENSG000001080641
ENST00000373886,ENSG000001228702
ENST00000263103,ENSG000001228702
ENST00000373880,ENSG000001654432
ENST00000373878,ENSG000001654432
ENST00000618427,ENSG000001485413
ENST00000618804,ENSG000001485413
ENST00000614220,ENSG000001485413
ENST00000621119,ENSG000001485413
ENST00000611933,ENSG000001485413
ENST00000468840,ENSG000001485413
ENST00000435852,ENSG000001485413
ENST00000422313,ENSG000001485413
ENST00000395348,ENSG000001654492
ENST00000395347,ENSG000001654492
ENST00000414264,ENSG00000227877
ENST00000430431,ENSG00000227877
ENST00000263102,ENSG000001080911
ENST00000280772,ENSG000001511502
ENST00000373827,ENSG000001511502
ENST00000355288,ENSG000001511502
ENST00000503366,ENSG000001511502
ENST00000486349,ENSG000001511502
ENST00000460468,ENSG000001511502
ENST00000316629,ENSG000001703126
ENST00000395284,ENSG000001703126
ENST00000448257,ENSG000001703126
ENST00000614696,ENSG000001703126
ENST00000373809,ENSG000001703126
ENST000003379100,ENSG000000724227
ENST00000357917,ENSG000000724227
ENST00000399298,ENSG000001969322
ENST00000648843,ENSG00000183346
ENST00000330194,ENSG00000183346
ENST00000644638,ENSG000001503477
ENST00000681100,ENSG000001503477
ENST000002798732,ENSG000001503477
ENST00000309334,ENSG000001503477
ENST00000315289,ENSG000001820101
ENST00000373789,ENSG000001820101
ENST00000395260,ENSG000001820101
ENST00000395255,ENSG000001383118
ENST00000395254,ENSG000001383118
ENST00000647733,ENSG00000285837
ENST00000373783,ENSG00000181915
ENST00000242480,ENSG000001228777
ENST00000411732,ENSG000001228777
ENST00000435510,ENSG000001485726
ENST000002777461,ENSG000001485726
ENST00000639129,ENSG000001719889
ENST00000399262,ENSG000001719889
ENST00000542921,ENSG000001719889
ENST00000373758,ENSG000001654764
ENST00000682758,ENSG000001832308
ENST00000684154,ENSG000001832308
ENST00000433211,ENSG000001832308
ENST00000682945,ENSG000001832308
ENST00000361320,ENSG000001987391
ENST00000225171,ENSG000001081765
ENST00000483798,ENSG000001081765
ENST00000339758,ENSG000001081765
ENST000002120151,ENSG000000967172
ENST00000432464,ENSG000000967172
ENST00000406900,ENSG000000967172
ENST00000403579,ENSG000000967172
ENST000002778170,ENSG000001486346
ENST00000373700,ENSG000001486346
ENST00000412272,ENSG000001486346
ENST00000395198,ENSG000001486346
ENST00000492996,ENSG000001486346
ENST00000540630,ENSG000001383476
ENST00000354393,ENSG000001383476
